,mean,std,min,max
pcm_loudness_maxameandist,0.39329519999999996,0.07313301637409492,0.2295116,0.4998718
pcm_loudness_minameandist,0.11502310217391302,0.023696021914227587,0.03459653,0.1479684
pcm_loudness_linregc1,-1.1865138869565216e-05,0.00011774716475290024,-0.000329669,0.0002660152
pcm_loudness_linregc2,0.11822110173913043,0.032561900134976715,0.03006287,0.1633926
pcm_loudness_linregerrA,0.07262387304347827,0.014709734021636037,0.01692007,0.08756153
pcm_loudness_linregerrQ,0.009020638621739132,0.002522812407162979,0.0006877633,0.01217687
pcm_loudness_qregc1,-5.051698260869565e-08,8.110463080567335e-07,-1.485389e-06,9.47154e-07
pcm_loudness_qregc2,1.3342822608695644e-05,0.00042874275241111477,-0.0005367866,0.001007224
pcm_loudness_qregc3,0.11612884347826086,0.04973093973718817,-0.03145749,0.1846796
pcm_loudness_qregerrA,35.734851739130434,7.26975665065748,8.20873,43.3967
pcm_loudness_qregerrQ,4.400643060869565,1.2459814704305028,0.2997214,5.932693
pcm_loudness_centroid,0.49057443478260865,0.05288156381944132,0.3216538,0.6139383
pcm_loudness_variance,0.00929985387826087,0.0024451700886641246,0.0007437372,0.01226263
pcm_loudness_stddev,0.09502156739130434,0.016824421654418484,0.02727154,0.1107367
pcm_loudness_skewness,1.393903460869565,0.561761509340544,0.8480109,3.52064
pcm_loudness_kurtosis,5.376614173913045,3.97086206758049,2.993889,22.67046
pcm_loudness_quartile1,0.042619812608695656,0.010361499173122592,0.0190336,0.06101137
pcm_loudness_quartile2,0.08785286130434782,0.02327609066005058,0.02991826,0.122851
pcm_loudness_quartile3,0.16280230347826088,0.036322835511280654,0.04227578,0.2099447
pcm_loudness_upleveltime25,0.34339130434782605,0.09495153746202935,0.062,0.486
pcm_loudness_downleveltime25,0.6566086956521741,0.09495153746202935,0.514,0.938
pcm_loudness_upleveltime50,0.10530434782608697,0.043071225136773264,0.016,0.184
pcm_loudness_downleveltime50,0.8946956521739132,0.04307122513677328,0.816,0.984
pcm_loudness_upleveltime75,0.020260869565217395,0.011366687337464156,0.004,0.054
pcm_loudness_downleveltime75,0.9797391304347826,0.011366687337464166,0.946,0.996
pcm_loudness_upleveltime90,0.006000000000000002,0.00351619629196613,0.002,0.02
pcm_loudness_downleveltime90,0.9940000000000001,0.003516196291966133,0.98,0.998
pcm_loudness_risetime,0.4977781695652174,0.012870819407779274,0.4769539,0.5270541
pcm_loudness_falltime,0.4945543304347826,0.01097567855336328,0.4709419,0.5130261
pcm_loudness_leftctime,0.5102147695652175,0.014133116183001303,0.4819277,0.5341365
pcm_loudness_rightctime,0.4892613869565217,0.01415508346590158,0.4658635,0.5180723
pcm_loudness_duration,500.0,0.0,500.0,500.0
